"Distance","mean","sd","max_val","max_att","min_val","min_att","Attributes"
"0.0","0.0","0.0","0.0","_-0.361030=*_class=4","0.0","_-0.361030=*_class=4","_-0.361030","4"
"0.0","0.0","0.0","0.0","_2.680623=*_class=4","0.0","_2.680623=*_class=4","_2.680623","4"
"0.0","0.0","0.0","0.0","_0.334017=*_class=4","0.0","_0.334017=*_class=4","_0.334017","4"
"0.0","0.0","0.0","0.0","_0.474520=*_class=4","0.0","_0.474520=*_class=4","_0.474520","4"
"0.0","0.0","0.0","0.0","_0.246473=*_class=4","0.0","_0.246473=*_class=4","_0.246473","4"
"0.0","0.0","0.0","0.0","_-0.944425=*_class=4","0.0","_-0.944425=*_class=4","_-0.944425","4"
"0.0","0.0","0.0","0.0","_0.223703=*_class=4","0.0","_0.223703=*_class=4","_0.223703","4"
"0.0","0.0","0.0","0.0","_0.841862=*_class=4","0.0","_0.841862=*_class=4","_0.841862","4"
"0.0","0.0","0.0","0.0","_3128.848900=*_class=4","0.0","_3128.848900=*_class=4","_3128.848900","4"
"0.0","0.0","0.0","0.0","_-1.728611=*_class=4","0.0","_-1.728611=*_class=4","_-1.728611","4"
"0.0","0.0","0.0","0.0","_-0.550743=*_class=4","0.0","_-0.550743=*_class=4","_-0.550743","4"
"0.0","0.0","0.0","0.0","_0.723993=*_class=4","0.0","_0.723993=*_class=4","_0.723993","4"
"0.0","0.0","0.0","0.0","_0.430440=*_class=4","0.0","_0.430440=*_class=4","_0.430440","4"
"0.0","0.0","0.0","0.0","_-0.416382=*_class=4","0.0","_-0.416382=*_class=4","_-0.416382","4"
"0.0","0.0","0.0","0.0","_0.399746=*_class=4","0.0","_0.399746=*_class=4","_0.399746","4"
"0.0","0.0","0.0","0.0","_-0.345119=*_class=5","0.0","_-0.345119=*_class=5","_-0.345119","5"
"0.0","0.0","0.0","0.0","_1.742488=*_class=5","0.0","_1.742488=*_class=5","_1.742488","5"
"0.0","0.0","0.0","0.0","_2.519022=*_class=5","0.0","_2.519022=*_class=5","_2.519022","5"
"0.0","0.0","0.0","0.0","_-0.187465=*_class=5","0.0","_-0.187465=*_class=5","_-0.187465","5"
"0.0","0.0","0.0","0.0","_3136.877800=*_class=5","0.0","_3136.877800=*_class=5","_3136.877800","5"
"0.0","0.0","0.0","0.0","_-0.619214=*_class=5","0.0","_-0.619214=*_class=5","_-0.619214","5"
"0.0","0.0","0.0","0.0","_2.269085=*_class=5","0.0","_2.269085=*_class=5","_2.269085","5"
"0.0","0.0","0.0","0.0","_0.605065=*_class=5","0.0","_0.605065=*_class=5","_0.605065","5"
"0.0","0.0","0.0","0.0","_2581.568600=*_class=5","0.0","_2581.568600=*_class=5","_2581.568600","5"
"0.0","0.0","0.0","0.0","_-0.969336=*_class=5","0.0","_-0.969336=*_class=5","_-0.969336","5"
"0.0","0.0","0.0","0.0","_-2.488324=*_class=5","0.0","_-2.488324=*_class=5","_-2.488324","5"
"0.0","0.0","0.0","0.0","_0.122736=*_class=5","0.0","_0.122736=*_class=5","_0.122736","5"
"0.0","0.0","0.0","0.0","_3.860647=*_class=5","0.0","_3.860647=*_class=5","_3.860647","5"
"0.0","0.0","0.0","0.0","_-0.638167=*_class=5","0.0","_-0.638167=*_class=5","_-0.638167","5"
"0.0","0.0","0.0","0.0","_2.754759=*_class=5","0.0","_2.754759=*_class=5","_2.754759","5"
"0.0","0.0","0.0","0.0","_2.803678=*_class=5","0.0","_2.803678=*_class=5","_2.803678","5"
"0.0","0.0","0.0","0.0","_0.815048=*_class=5","0.0","_0.815048=*_class=5","_0.815048","5"
"0.0","0.0","0.0","0.0","_-0.138196=*_class=5","0.0","_-0.138196=*_class=5","_-0.138196","5"
"0.0","0.0","0.0","0.0","_1.358106=*_class=5","0.0","_1.358106=*_class=5","_1.358106","5"
"0.0","0.0","0.0","0.0","_0.763062=*_class=5","0.0","_0.763062=*_class=5","_0.763062","5"
"0.0","0.0","0.0","0.0","_-2.888766=*_class=5","0.0","_-2.888766=*_class=5","_-2.888766","5"
"0.0","0.0","0.0","0.0","_-8.129869=*_class=5","0.0","_-8.129869=*_class=5","_-8.129869","5"
"0.0","0.0","0.0","0.0","_0.761388=*_class=5","0.0","_0.761388=*_class=5","_0.761388","5"
"0.0","0.0","0.0","0.0","_1.768526=*_class=5","0.0","_1.768526=*_class=5","_1.768526","5"
"0.0","0.0","0.0","0.0","_-2.350776=*_class=5","0.0","_-2.350776=*_class=5","_-2.350776","5"
"0.0","0.0","0.0","0.0","_797.773800=*_class=5","0.0","_797.773800=*_class=5","_797.773800","5"
"0.0","0.0","0.0","0.0","_3020.919100=*_class=5","0.0","_3020.919100=*_class=5","_3020.919100","5"
"0.0","0.0","0.0","0.0","_-0.400115=*_class=5","0.0","_-0.400115=*_class=5","_-0.400115","5"
"0.0","0.0","0.0","0.0","_-0.493482=*_class=5","0.0","_-0.493482=*_class=5","_-0.493482","5"
"0.0","0.0","0.0","0.0","_0.198946=*_class=5","0.0","_0.198946=*_class=5","_0.198946","5"
"0.0","0.0","0.0","0.0","_2.713374=*_class=5","0.0","_2.713374=*_class=5","_2.713374","5"
"0.0","0.0","0.0","0.0","_-0.315720=*_class=5","0.0","_-0.315720=*_class=5","_-0.315720","5"
"0.0","0.0","0.0","0.0","_1.682904=*_class=5","0.0","_1.682904=*_class=5","_1.682904","5"
"0.0","0.0","0.0","0.0","_1.795029=*_class=5","0.0","_1.795029=*_class=5","_1.795029","5"
"0.0","0.0","0.0","0.0","_0.584691=*_class=5","0.0","_0.584691=*_class=5","_0.584691","5"
"0.0","0.0","0.0","0.0","_-1.071137=*_class=5","0.0","_-1.071137=*_class=5","_-1.071137","5"
"0.0","0.0","0.0","0.0","_1.499244=*_class=5","0.0","_1.499244=*_class=5","_1.499244","5"
"0.0","0.0","0.0","0.0","_2185.974100=*_class=5","0.0","_2185.974100=*_class=5","_2185.974100","5"
"0.0","0.0","0.0","0.0","_-2.739388=*_class=5","0.0","_-2.739388=*_class=5","_-2.739388","5"
"0.0","0.0","0.0","0.0","_862.747900=*_class=5","0.0","_862.747900=*_class=5","_862.747900","5"
"0.0","0.0","0.0","0.0","_1.779291=*_class=5","0.0","_1.779291=*_class=5","_1.779291","5"
"0.0","0.0","0.0","0.0","_-2.654529=*_class=5","0.0","_-2.654529=*_class=5","_-2.654529","5"
"0.0","0.0","0.0","0.0","_1.729739=*_class=5","0.0","_1.729739=*_class=5","_1.729739","5"
"0.0","0.0","0.0","0.0","_-0.902241=*_class=5","0.0","_-0.902241=*_class=5","_-0.902241","5"
"0.0","0.0","0.0","0.0","_-0.781959=*_class=5","0.0","_-0.781959=*_class=5","_-0.781959","5"
"0.0","0.0","0.0","0.0","_-0.467900=*_class=5","0.0","_-0.467900=*_class=5","_-0.467900","5"
"0.0","0.0","0.0","0.0","_-2.172101=*_class=5","0.0","_-2.172101=*_class=5","_-2.172101","5"
"0.0","0.0","0.0","0.0","_2.819354=*_class=5","0.0","_2.819354=*_class=5","_2.819354","5"
"0.0","0.0","0.0","0.0","_1059.756200=*_class=5","0.0","_1059.756200=*_class=5","_1059.756200","5"
"0.0","0.0","0.0","0.0","_-0.557197=*_class=5","0.0","_-0.557197=*_class=5","_-0.557197","5"
"0.0","0.0","0.0","0.0","_13831.753900=*_class=5","0.0","_13831.753900=*_class=5","_13831.753900","5"
"0.0","0.0","0.0","0.0","_-1.643650=*_class=5","0.0","_-1.643650=*_class=5","_-1.643650","5"
"0.0","0.0","0.0","0.0","_3357.112400=*_class=5","0.0","_3357.112400=*_class=5","_3357.112400","5"
"0.0","0.0","0.0","0.0","_15596.162100='(77784.6572-inf)'_class=5","0.0","_15596.162100='(77784.6572-inf)'_class=5","_15596.162100","5"
"0.0","0.0","0.0","0.0","_2789.383100=*_class=5","0.0","_2789.383100=*_class=5","_2789.383100","5"
"0.0","0.0","0.0","0.0","_-0.236907=*_class=5","0.0","_-0.236907=*_class=5","_-0.236907","5"
"0.0","0.0","0.0","0.0","_-5.056975=*_class=5","0.0","_-5.056975=*_class=5","_-5.056975","5"
"0.0","0.0","0.0","0.0","_-0.571480=*_class=5","0.0","_-0.571480=*_class=5","_-0.571480","5"
"0.0","0.0","0.0","0.0","_7.512213=*_class=5","0.0","_7.512213=*_class=5","_7.512213","5"
"0.0","0.0","0.0","0.0","_-3.791499=*_class=5","0.0","_-3.791499=*_class=5","_-3.791499","5"
"0.0","0.0","0.0","0.0","_6.915721=*_class=5","0.0","_6.915721=*_class=5","_6.915721","5"
"0.0","0.0","0.0","0.0","_3.555169=*_class=5","0.0","_3.555169=*_class=5","_3.555169","5"
"0.0","0.0","0.0","0.0","_-0.545079=*_class=5","0.0","_-0.545079=*_class=5","_-0.545079","5"
"0.0","0.0","0.0","0.0","_-1.200617=*_class=5","0.0","_-1.200617=*_class=5","_-1.200617","5"
"0.0","0.0","0.0","0.0","_0.342575=*_class=5","0.0","_0.342575=*_class=5","_0.342575","5"
"0.0","0.0","0.0","0.0","_1.896047=*_class=5","0.0","_1.896047=*_class=5","_1.896047","5"
"0.0","0.0","0.0","0.0","_6.261430=*_class=5","0.0","_6.261430=*_class=5","_6.261430","5"
"0.0","0.0","0.0","0.0","_1.340477=*_class=5","0.0","_1.340477=*_class=5","_1.340477","5"
"0.0","0.0","0.0","0.0","_2.118983=*_class=5","0.0","_2.118983=*_class=5","_2.118983","5"
"0.0","0.0","0.0","0.0","_-2.344130=*_class=5","0.0","_-2.344130=*_class=5","_-2.344130","5"
"0.0","0.0","0.0","0.0","_13540.673800=*_class=5","0.0","_13540.673800=*_class=5","_13540.673800","5"
"0.0","0.0","0.0","0.0","_2.160130=*_class=5","0.0","_2.160130=*_class=5","_2.160130","5"
"0.0","0.0","0.0","0.0","_-1.438976=*_class=5","0.0","_-1.438976=*_class=5","_-1.438976","5"
"0.0","0.0","0.0","0.0","_685.399400=*_class=5","0.0","_685.399400=*_class=5","_685.399400","5"
"0.0","0.0","0.0","0.0","_-4.847512=*_class=5","0.0","_-4.847512=*_class=5","_-4.847512","5"
"0.0","0.0","0.0","0.0","_3037.039000=*_class=5","0.0","_3037.039000=*_class=5","_3037.039000","5"
"0.0","0.0","0.0","0.0","_3.605537=*_class=5","0.0","_3.605537=*_class=5","_3.605537","5"
"0.0","0.0","0.0","0.0","_-3.082212=*_class=5","0.0","_-3.082212=*_class=5","_-3.082212","5"
"0.0","0.0","0.0","0.0","_1.868245=*_class=5","0.0","_1.868245=*_class=5","_1.868245","5"
"0.0","0.0","0.0","0.0","_0.218904=*_class=5","0.0","_0.218904=*_class=5","_0.218904","5"
"0.0","0.0","0.0","0.0","_0.806830=*_class=5","0.0","_0.806830=*_class=5","_0.806830","5"
"0.0","0.0","0.0","0.0","_2.949381=*_class=5","0.0","_2.949381=*_class=5","_2.949381","5"
"0.0","0.0","0.0","0.0","_-0.204467=*_class=5","0.0","_-0.204467=*_class=5","_-0.204467","5"
"0.0","0.0","0.0","0.0","_2.006883=*_class=5","0.0","_2.006883=*_class=5","_2.006883","5"
"0.0","0.0","0.0","0.0","_-2.658358=*_class=5","0.0","_-2.658358=*_class=5","_-2.658358","5"
"0.0","0.0","0.0","0.0","_0.580818=*_class=5","0.0","_0.580818=*_class=5","_0.580818","5"
"0.0","0.0","0.0","0.0","_0.152483=*_class=5","0.0","_0.152483=*_class=5","_0.152483","5"
"0.0","0.0","0.0","0.0","_5.695234=*_class=5","0.0","_5.695234=*_class=5","_5.695234","5"
"0.0","0.0","0.0","0.0","_1.445783=*_class=5","0.0","_1.445783=*_class=5","_1.445783","5"
"0.0","0.0","0.0","0.0","_2.057165=*_class=5","0.0","_2.057165=*_class=5","_2.057165","5"
"0.0","0.0","0.0","0.0","_0.649457=*_class=5","0.0","_0.649457=*_class=5","_0.649457","5"
"0.0","0.0","0.0","0.0","_0.532422=*_class=5","0.0","_0.532422=*_class=5","_0.532422","5"
"0.0","0.0","0.0","0.0","_0.527291=*_class=5","0.0","_0.527291=*_class=5","_0.527291","5"
"0.0","0.0","0.0","0.0","_0.728443=*_class=5","0.0","_0.728443=*_class=5","_0.728443","5"
"0.0","0.0","0.0","0.0","_-0.164646=*_class=5","0.0","_-0.164646=*_class=5","_-0.164646","5"
"0.0","0.0","0.0","0.0","_0.535883=*_class=5","0.0","_0.535883=*_class=5","_0.535883","5"
"0.0","0.0","0.0","0.0","_-0.584313=*_class=5","0.0","_-0.584313=*_class=5","_-0.584313","5"
"0.0","0.0","0.0","0.0","_0.165138=*_class=5","0.0","_0.165138=*_class=5","_0.165138","5"
"0.0","0.0","0.0","0.0","_-2.694967=*_class=5","0.0","_-2.694967=*_class=5","_-2.694967","5"
"0.0","0.0","0.0","0.0","_3.972203=*_class=5","0.0","_3.972203=*_class=5","_3.972203","5"
"0.0","0.0","0.0","0.0","_1.786704=*_class=5","0.0","_1.786704=*_class=5","_1.786704","5"
"0.0","0.0","0.0","0.0","_-0.791447=*_class=5","0.0","_-0.791447=*_class=5","_-0.791447","5"
"0.0","0.0","0.0","0.0","_15326.691400=*_class=5","0.0","_15326.691400=*_class=5","_15326.691400","5"
"0.0","0.0","0.0","0.0","_2.371604=*_class=5","0.0","_2.371604=*_class=5","_2.371604","5"
"0.0","0.0","0.0","0.0","_1.746493=*_class=5","0.0","_1.746493=*_class=5","_1.746493","5"
"0.0","0.0","0.0","0.0","_2.391239=*_class=5","0.0","_2.391239=*_class=5","_2.391239","5"
"0.0","0.0","0.0","0.0","_0.515090=*_class=5","0.0","_0.515090=*_class=5","_0.515090","5"
"0.0","0.0","0.0","0.0","_-3.344671=*_class=5","0.0","_-3.344671=*_class=5","_-3.344671","5"
"0.0","0.0","0.0","0.0","_-3.037772=*_class=5","0.0","_-3.037772=*_class=5","_-3.037772","5"
"0.0","0.0","0.0","0.0","_1.765738=*_class=5","0.0","_1.765738=*_class=5","_1.765738","5"
"0.0","0.0","0.0","0.0","_-1.058061=*_class=5","0.0","_-1.058061=*_class=5","_-1.058061","5"
"0.0","0.0","0.0","0.0","_-0.426662=*_class=5","0.0","_-0.426662=*_class=5","_-0.426662","5"
"0.0","0.0","0.0","0.0","_-0.809953=*_class=5","0.0","_-0.809953=*_class=5","_-0.809953","5"
"0.0","0.0","0.0","0.0","_-0.361030=*_class=5","0.0","_-0.361030=*_class=5","_-0.361030","5"
"0.0","0.0","0.0","0.0","_2.680623=*_class=5","0.0","_2.680623=*_class=5","_2.680623","5"
"0.0","0.0","0.0","0.0","_0.334017=*_class=5","0.0","_0.334017=*_class=5","_0.334017","5"
"0.0","0.0","0.0","0.0","_0.474520=*_class=5","0.0","_0.474520=*_class=5","_0.474520","5"
"0.0","0.0","0.0","0.0","_0.246473=*_class=5","0.0","_0.246473=*_class=5","_0.246473","5"
"0.0","0.0","0.0","0.0","_-0.944425=*_class=5","0.0","_-0.944425=*_class=5","_-0.944425","5"
"0.0","0.0","0.0","0.0","_0.223703=*_class=5","0.0","_0.223703=*_class=5","_0.223703","5"
"0.0","0.0","0.0","0.0","_0.841862=*_class=5","0.0","_0.841862=*_class=5","_0.841862","5"
"0.0","0.0","0.0","0.0","_3128.848900=*_class=5","0.0","_3128.848900=*_class=5","_3128.848900","5"
"0.0","0.0","0.0","0.0","_-1.728611=*_class=5","0.0","_-1.728611=*_class=5","_-1.728611","5"
"0.0","0.0","0.0","0.0","_-0.550743=*_class=5","0.0","_-0.550743=*_class=5","_-0.550743","5"
"0.0","0.0","0.0","0.0","_0.723993=*_class=5","0.0","_0.723993=*_class=5","_0.723993","5"
"0.0","0.0","0.0","0.0","_0.430440=*_class=5","0.0","_0.430440=*_class=5","_0.430440","5"
"0.0","0.0","0.0","0.0","_-0.416382=*_class=5","0.0","_-0.416382=*_class=5","_-0.416382","5"
"0.0","0.0","0.0","0.0","_0.399746=*_class=5","0.0","_0.399746=*_class=5","_0.399746","5"
"0.0","0.0","0.0","0.0","_-0.345119=*_class=6","0.0","_-0.345119=*_class=6","_-0.345119","6"
"0.0","0.0","0.0","0.0","_1.742488=*_class=6","0.0","_1.742488=*_class=6","_1.742488","6"
"0.0","0.0","0.0","0.0","_2.519022=*_class=6","0.0","_2.519022=*_class=6","_2.519022","6"
"0.0","0.0","0.0","0.0","_-0.187465=*_class=6","0.0","_-0.187465=*_class=6","_-0.187465","6"
"0.0","0.0","0.0","0.0","_3136.877800=*_class=6","0.0","_3136.877800=*_class=6","_3136.877800","6"
"0.0","0.0","0.0","0.0","_-0.619214=*_class=6","0.0","_-0.619214=*_class=6","_-0.619214","6"
"0.0","0.0","0.0","0.0","_2.269085=*_class=6","0.0","_2.269085=*_class=6","_2.269085","6"
"0.0","0.0","0.0","0.0","_0.605065=*_class=6","0.0","_0.605065=*_class=6","_0.605065","6"
"0.0","0.0","0.0","0.0","_2581.568600=*_class=6","0.0","_2581.568600=*_class=6","_2581.568600","6"
"0.0","0.0","0.0","0.0","_-0.969336=*_class=6","0.0","_-0.969336=*_class=6","_-0.969336","6"
"0.0","0.0","0.0","0.0","_-2.488324=*_class=6","0.0","_-2.488324=*_class=6","_-2.488324","6"
"0.0","0.0","0.0","0.0","_0.122736=*_class=6","0.0","_0.122736=*_class=6","_0.122736","6"
"0.0","0.0","0.0","0.0","_3.860647=*_class=6","0.0","_3.860647=*_class=6","_3.860647","6"
"0.0","0.0","0.0","0.0","_-0.638167=*_class=6","0.0","_-0.638167=*_class=6","_-0.638167","6"
"0.0","0.0","0.0","0.0","_2.754759=*_class=6","0.0","_2.754759=*_class=6","_2.754759","6"
"0.0","0.0","0.0","0.0","_2.803678=*_class=6","0.0","_2.803678=*_class=6","_2.803678","6"
"0.0","0.0","0.0","0.0","_0.815048=*_class=6","0.0","_0.815048=*_class=6","_0.815048","6"
"0.0","0.0","0.0","0.0","_-0.138196=*_class=6","0.0","_-0.138196=*_class=6","_-0.138196","6"
"0.0","0.0","0.0","0.0","_1.358106=*_class=6","0.0","_1.358106=*_class=6","_1.358106","6"
"0.0","0.0","0.0","0.0","_0.763062=*_class=6","0.0","_0.763062=*_class=6","_0.763062","6"
"0.0","0.0","0.0","0.0","_-2.888766=*_class=6","0.0","_-2.888766=*_class=6","_-2.888766","6"
"0.0","0.0","0.0","0.0","_-8.129869=*_class=6","0.0","_-8.129869=*_class=6","_-8.129869","6"
"0.0","0.0","0.0","0.0","_0.761388=*_class=6","0.0","_0.761388=*_class=6","_0.761388","6"
"0.0","0.0","0.0","0.0","_1.768526=*_class=6","0.0","_1.768526=*_class=6","_1.768526","6"
"0.0","0.0","0.0","0.0","_-2.350776=*_class=6","0.0","_-2.350776=*_class=6","_-2.350776","6"
"0.0","0.0","0.0","0.0","_797.773800=*_class=6","0.0","_797.773800=*_class=6","_797.773800","6"
"0.0","0.0","0.0","0.0","_3020.919100=*_class=6","0.0","_3020.919100=*_class=6","_3020.919100","6"
"0.0","0.0","0.0","0.0","_-0.400115=*_class=6","0.0","_-0.400115=*_class=6","_-0.400115","6"
"0.0","0.0","0.0","0.0","_-0.493482=*_class=6","0.0","_-0.493482=*_class=6","_-0.493482","6"
"0.0","0.0","0.0","0.0","_0.198946=*_class=6","0.0","_0.198946=*_class=6","_0.198946","6"
"0.0","0.0","0.0","0.0","_2.713374=*_class=6","0.0","_2.713374=*_class=6","_2.713374","6"
"0.0","0.0","0.0","0.0","_-0.315720=*_class=6","0.0","_-0.315720=*_class=6","_-0.315720","6"
"0.0","0.0","0.0","0.0","_1.682904=*_class=6","0.0","_1.682904=*_class=6","_1.682904","6"
"0.0","0.0","0.0","0.0","_1.795029=*_class=6","0.0","_1.795029=*_class=6","_1.795029","6"
"0.0","0.0","0.0","0.0","_0.584691=*_class=6","0.0","_0.584691=*_class=6","_0.584691","6"
"0.0","0.0","0.0","0.0","_-1.071137=*_class=6","0.0","_-1.071137=*_class=6","_-1.071137","6"
"0.0","0.0","0.0","0.0","_1.499244=*_class=6","0.0","_1.499244=*_class=6","_1.499244","6"
"0.0","0.0","0.0","0.0","_2185.974100=*_class=6","0.0","_2185.974100=*_class=6","_2185.974100","6"
"0.0","0.0","0.0","0.0","_-2.739388=*_class=6","0.0","_-2.739388=*_class=6","_-2.739388","6"
"0.0","0.0","0.0","0.0","_862.747900=*_class=6","0.0","_862.747900=*_class=6","_862.747900","6"
"0.0","0.0","0.0","0.0","_1.779291=*_class=6","0.0","_1.779291=*_class=6","_1.779291","6"
"0.0","0.0","0.0","0.0","_-2.654529=*_class=6","0.0","_-2.654529=*_class=6","_-2.654529","6"
"0.0","0.0","0.0","0.0","_1.729739=*_class=6","0.0","_1.729739=*_class=6","_1.729739","6"
"0.0","0.0","0.0","0.0","_-0.902241=*_class=6","0.0","_-0.902241=*_class=6","_-0.902241","6"
"0.0","0.0","0.0","0.0","_-0.781959=*_class=6","0.0","_-0.781959=*_class=6","_-0.781959","6"
"0.0","0.0","0.0","0.0","_-0.467900=*_class=6","0.0","_-0.467900=*_class=6","_-0.467900","6"
"0.0","0.0","0.0","0.0","_-2.172101=*_class=6","0.0","_-2.172101=*_class=6","_-2.172101","6"
"0.0","0.0","0.0","0.0","_2.819354=*_class=6","0.0","_2.819354=*_class=6","_2.819354","6"
"0.0","0.0","0.0","0.0","_1059.756200=*_class=6","0.0","_1059.756200=*_class=6","_1059.756200","6"
"0.0","0.0","0.0","0.0","_-0.557197=*_class=6","0.0","_-0.557197=*_class=6","_-0.557197","6"
"0.0","0.0","0.0","0.0","_13831.753900=*_class=6","0.0","_13831.753900=*_class=6","_13831.753900","6"
"0.0","0.0","0.0","0.0","_-1.643650=*_class=6","0.0","_-1.643650=*_class=6","_-1.643650","6"
"0.0","0.0","0.0","0.0","_3357.112400=*_class=6","0.0","_3357.112400=*_class=6","_3357.112400","6"
"0.0","0.0","0.0","0.0","_15596.162100='(77784.6572-inf)'_class=6","0.0","_15596.162100='(77784.6572-inf)'_class=6","_15596.162100","6"
"0.0","0.0","0.0","0.0","_2789.383100=*_class=6","0.0","_2789.383100=*_class=6","_2789.383100","6"
"0.0","0.0","0.0","0.0","_-0.236907=*_class=6","0.0","_-0.236907=*_class=6","_-0.236907","6"
"0.0","0.0","0.0","0.0","_-5.056975=*_class=6","0.0","_-5.056975=*_class=6","_-5.056975","6"
"0.0","0.0","0.0","0.0","_-0.571480=*_class=6","0.0","_-0.571480=*_class=6","_-0.571480","6"
"0.0","0.0","0.0","0.0","_7.512213=*_class=6","0.0","_7.512213=*_class=6","_7.512213","6"
"0.0","0.0","0.0","0.0","_-3.791499=*_class=6","0.0","_-3.791499=*_class=6","_-3.791499","6"
"0.0","0.0","0.0","0.0","_6.915721=*_class=6","0.0","_6.915721=*_class=6","_6.915721","6"
"0.0","0.0","0.0","0.0","_3.555169=*_class=6","0.0","_3.555169=*_class=6","_3.555169","6"
"0.0","0.0","0.0","0.0","_-0.545079=*_class=6","0.0","_-0.545079=*_class=6","_-0.545079","6"
"0.0","0.0","0.0","0.0","_-1.200617=*_class=6","0.0","_-1.200617=*_class=6","_-1.200617","6"
"0.0","0.0","0.0","0.0","_0.342575=*_class=6","0.0","_0.342575=*_class=6","_0.342575","6"
"0.0","0.0","0.0","0.0","_1.896047=*_class=6","0.0","_1.896047=*_class=6","_1.896047","6"
"0.0","0.0","0.0","0.0","_6.261430=*_class=6","0.0","_6.261430=*_class=6","_6.261430","6"
"0.0","0.0","0.0","0.0","_1.340477=*_class=6","0.0","_1.340477=*_class=6","_1.340477","6"
"0.0","0.0","0.0","0.0","_2.118983=*_class=6","0.0","_2.118983=*_class=6","_2.118983","6"
"0.0","0.0","0.0","0.0","_-2.344130=*_class=6","0.0","_-2.344130=*_class=6","_-2.344130","6"
"0.0","0.0","0.0","0.0","_13540.673800=*_class=6","0.0","_13540.673800=*_class=6","_13540.673800","6"
"0.0","0.0","0.0","0.0","_2.160130=*_class=6","0.0","_2.160130=*_class=6","_2.160130","6"
"0.0","0.0","0.0","0.0","_-1.438976=*_class=6","0.0","_-1.438976=*_class=6","_-1.438976","6"
"0.0","0.0","0.0","0.0","_685.399400=*_class=6","0.0","_685.399400=*_class=6","_685.399400","6"
"0.0","0.0","0.0","0.0","_-4.847512=*_class=6","0.0","_-4.847512=*_class=6","_-4.847512","6"
"0.0","0.0","0.0","0.0","_3037.039000=*_class=6","0.0","_3037.039000=*_class=6","_3037.039000","6"
"0.0","0.0","0.0","0.0","_3.605537=*_class=6","0.0","_3.605537=*_class=6","_3.605537","6"
"0.0","0.0","0.0","0.0","_-3.082212=*_class=6","0.0","_-3.082212=*_class=6","_-3.082212","6"
"0.0","0.0","0.0","0.0","_1.868245=*_class=6","0.0","_1.868245=*_class=6","_1.868245","6"
"0.0","0.0","0.0","0.0","_0.218904=*_class=6","0.0","_0.218904=*_class=6","_0.218904","6"
"0.0","0.0","0.0","0.0","_0.806830=*_class=6","0.0","_0.806830=*_class=6","_0.806830","6"
"0.0","0.0","0.0","0.0","_2.949381=*_class=6","0.0","_2.949381=*_class=6","_2.949381","6"
"0.0","0.0","0.0","0.0","_-0.204467=*_class=6","0.0","_-0.204467=*_class=6","_-0.204467","6"
"0.0","0.0","0.0","0.0","_2.006883=*_class=6","0.0","_2.006883=*_class=6","_2.006883","6"
"0.0","0.0","0.0","0.0","_-2.658358=*_class=6","0.0","_-2.658358=*_class=6","_-2.658358","6"
"0.0","0.0","0.0","0.0","_0.580818=*_class=6","0.0","_0.580818=*_class=6","_0.580818","6"
"0.0","0.0","0.0","0.0","_0.152483=*_class=6","0.0","_0.152483=*_class=6","_0.152483","6"
"0.0","0.0","0.0","0.0","_5.695234=*_class=6","0.0","_5.695234=*_class=6","_5.695234","6"
"0.0","0.0","0.0","0.0","_1.445783=*_class=6","0.0","_1.445783=*_class=6","_1.445783","6"
"0.0","0.0","0.0","0.0","_2.057165=*_class=6","0.0","_2.057165=*_class=6","_2.057165","6"
"0.0","0.0","0.0","0.0","_0.649457=*_class=6","0.0","_0.649457=*_class=6","_0.649457","6"
"0.0","0.0","0.0","0.0","_0.532422=*_class=6","0.0","_0.532422=*_class=6","_0.532422","6"
"0.0","0.0","0.0","0.0","_0.527291=*_class=6","0.0","_0.527291=*_class=6","_0.527291","6"
"0.0","0.0","0.0","0.0","_0.728443=*_class=6","0.0","_0.728443=*_class=6","_0.728443","6"
"0.0","0.0","0.0","0.0","_-0.164646=*_class=6","0.0","_-0.164646=*_class=6","_-0.164646","6"
"0.0","0.0","0.0","0.0","_0.535883=*_class=6","0.0","_0.535883=*_class=6","_0.535883","6"
"0.0","0.0","0.0","0.0","_-0.584313=*_class=6","0.0","_-0.584313=*_class=6","_-0.584313","6"
"0.0","0.0","0.0","0.0","_0.165138=*_class=6","0.0","_0.165138=*_class=6","_0.165138","6"
"0.0","0.0","0.0","0.0","_-2.694967=*_class=6","0.0","_-2.694967=*_class=6","_-2.694967","6"
"0.0","0.0","0.0","0.0","_3.972203=*_class=6","0.0","_3.972203=*_class=6","_3.972203","6"
"0.0","0.0","0.0","0.0","_1.786704=*_class=6","0.0","_1.786704=*_class=6","_1.786704","6"
"0.0","0.0","0.0","0.0","_-0.791447=*_class=6","0.0","_-0.791447=*_class=6","_-0.791447","6"
"0.0","0.0","0.0","0.0","_15326.691400=*_class=6","0.0","_15326.691400=*_class=6","_15326.691400","6"
"0.0","0.0","0.0","0.0","_2.371604=*_class=6","0.0","_2.371604=*_class=6","_2.371604","6"
"0.0","0.0","0.0","0.0","_1.746493=*_class=6","0.0","_1.746493=*_class=6","_1.746493","6"
"0.0","0.0","0.0","0.0","_2.391239=*_class=6","0.0","_2.391239=*_class=6","_2.391239","6"
"0.0","0.0","0.0","0.0","_0.515090=*_class=6","0.0","_0.515090=*_class=6","_0.515090","6"
"0.0","0.0","0.0","0.0","_-3.344671=*_class=6","0.0","_-3.344671=*_class=6","_-3.344671","6"
