"points","all_attributes","day","period","nswprice","nswdemand","vicprice","vicdemand","transfer"
"31248","0.8009405529407692","0.17596609417641956","0.09766756739398885","0.06942596219098987","0.21171958078675646","0.11966978299200662","0.19339215227076095","0.19903395078643882"
"31584","0.6949577493667705","0.13408143266057776","0.08279299763108305","0.20615716189403954","0.1546526892156852","0.17189844889577943","0.18533221690626067","0.1930678345884252"
"31920","0.7619991097069714","0.25252940852825745","0.09411212284587386","0.10280043310422875","0.14022246099270505","0.1557575878533932","0.12125999017468192","0.10436107416914976"
"32256","0.7563565274457822","0.26224692099022295","0.11840064273805812","0.2701402064045915","0.1778427913416194","0.19451361463659939","0.18958554900983984","0.10960416389761615"
"32592","0.7943958750521066","0.1450336113208377","0.12375437182101406","0.0239412366756052","0.1960771218979969","0.07532114728274587","0.24526501047619165","0.27543610265779284"
"32928","0.9154891177287652","0.21185706430285256","0.17139499087390384","0.3108676521066176","0.22432999276267782","0.32960789334723584","0.24470398550829953","0.5489897682316115"
"33264","0.9642913924584107","0.18359268544143603","0.14382744363727468","0.66285409722815","0.09355436836525326","0.6299298725275069","0.15592245500726787","0.40036753071918363"
"33600","0.872085960230234","0.1403410258566053","0.07942716701227488","0.20473022720942607","0.17350004106268585","0.2046972886905766","0.19839903768911746","0.3966490646758489"
"33936","0.9044959186998189","0.41964180368280557","0.10506359909398594","0.7755312673991103","0.3108268677113568","0.749861234240255","0.2160851089328315","0.39101415137238177"
"34272","0.8105551824827393","0.25827068179912327","0.12409728896482858","0.3160319650645683","0.25273816530112747","0.3623171148453976","0.19152479523696375","0.3642570014588909"
"34608","0.8190930442406815","0.2496102917690844","0.10598239219466254","0.15358430772226705","0.15525600335311618","0.13059850512688437","0.17641866341833534","0.2685139815225117"
"34944","0.7794703773322191","0.12144771651350603","0.12867672653856865","0.27111441798941804","0.14897660818713454","0.298290866054024","0.06001026872737397","0.15540674603174603"
"35280","0.8853098707606883","0.15980048658015517","0.21108959558190377","0.37573824152955176","0.09246638674872817","0.2986682999141421","0.13108917367797146","0.15520768908524316"
"35616","0.8582280687450601","0.12850438133709852","0.1827508068954086","0.14572364940274043","0.11184998067550003","0.18018461266494173","0.1461491721726874","0.17711757470527156"
"35952","0.8989316560642537","0.09865357704445873","0.07610702211912948","0.21104214102394392","0.1462324351535416","0.2155253106685895","0.047622605287205945","0.21498018833266225"
"36288","0.929825383738745","0.1434016783694599","0.14501961516977496","0.7057203255395443","0.08367082976110896","0.7073080969710916","0.1495277054768399","0.2531989216083763"
"36624","0.8163352379708639","0.1853474854774047","0.0693819269959747","0.44623514004317966","0.08934710796390313","0.3806652470440038","0.21010433954775887","0.1863951340679274"
"36960","0.8758708881314317","0.1694572903023675","0.1149162503428008","0.3667034747273563","0.2853917355630234","0.3803753361569072","0.21981445451487663","0.13687784706769834"
"37296","0.8361799329923811","0.21876203807101174","0.13075864515101543","0.1097694600714657","0.10766574353235026","0.13550645175944592","0.06787190320279277","0.1241537631615326"
"37632","0.8930078442980203","0.19165221518352438","0.10110759669664196","0.11575240920748613","0.06645553011481492","0.14734894467368048","0.09265407699479","0.31580256910147275"
"37968","0.8653034618263387","0.1648375842439206","0.15079902409012325","0.2623432049064739","0.17748335843726687","0.08451759960757856","0.2690903726019366","0.1902581274004529"
"38304","0.8907161857184069","0.2203972811688465","0.0694424615627241","0.24926129859324192","0.10084548400835905","0.20881201247923017","0.14595433693402998","0.17176880278192946"
"38640","0.710383042351433","0.08080095457969022","0.06363679424024252","0.09514052624684809","0.061185596278987064","0.07501991144232524","0.065877854850556","0.18010963865848922"
"38976","0.7744416748906704","0.1437288705622638","0.09642017033360423","0.36912438360295163","0.08691226097984957","0.03713676314550357","0.07513868933588762","0.13983944650850777"
"39312","0.8642045454545463","0.15000000000000002","0.11136363636363637","0.25767045454545456","0.11278409090909094","0.15994318181818185","0.09630681818181819","0.23721590909090906"
"39648","0.8601713024497697","0.10374660794716446","0.08796505144161397","0.1763624083615522","0.25918336978375506","0.09490471595565775","0.11316970730230577","0.26961760721125017"
"39984","0.8724893322987415","0.2317265356889283","0.08053036433237235","0.06260711187240586","0.09900886812781648","0.07014986968403117","0.05668174694423314","0.05005344282762812"
"40320","0.8141788652113484","0.2081251709426174","0.07260812518088114","0.14940812112596327","0.061594898595249234","0.06920765910384724","0.10367302016645835","0.130157597166964"
"40656","0.9404761904761892","0.10714285714285715","0.13690476190476192","0.2886904761904762","0.3244047619047619","0.08333333333333331","0.125","0.24404761904761904"
"40992","0.9077890813357896","0.1335043456950573","0.038062187616227525","0.236994270231005","0.12215036182586296","0.13264573431569088","0.053155029390567064","0.21486507967289076"
"41328","0.8627835020225475","0.14888054457622396","0.08727427051271654","0.14981856851873088","0.06305480333847573","0.1321343695874635","0.06258795831434343","0.17231046008374185"
"41664","0.8625072999000969","0.14311958499318944","0.11211250152640412","0.3610169259753644","0.09207980429636681","0.23223614357812267","0.134647647202736","0.1791639044563061"
"42000","0.8624774640283948","0.08924157347565612","0.05958460632710194","0.1308595013312169","0.20931952109600516","0.05664783726055434","0.31087968264068677","0.20422161566242192"
"42336","0.9870156395891672","0.13775436323895066","0.17382288927289935","0.20529077078789357","0.2615153279084327","0.19309046819268588","0.38892927542350414","0.3945329488324003"
"42672","0.8878217700998836","0.1975630463653199","0.10593182350177335","0.18210759329333112","0.15771233193266843","0.09902678672056303","0.14901160841962868","0.17801853468444284"
"43008","0.8664024687164268","0.22468740109020244","0.06736202693168417","0.30015871975561303","0.10917512492610915","0.286070515164387","0.11862430741739355","0.24661395136407682"
"43344","0.8481430680752315","0.15307988702724973","0.17321935555041296","0.17133989137836744","0.09556413326050013","0.14765894523096953","0.08405420246843844","0.20464453117050865"
"43680","0.9066211825369956","0.16996495747291807","0.09235705595923203","0.24577987625737494","0.10205258305929006","0.37336601928982494","0.18218983037527808","0.3693286169177387"
"44016","0.7911352040816317","0.20915178571428572","0.12731186224489796","0.1622130102040816","0.12670599489795917","0.1948182397959184","0.17901785714285712","0.24426020408163265"
"44352","0.7607129385876017","0.10640234867836182","0.10708815376600697","0.1384445504564243","0.13107881868799925","0.05494135278231169","0.1292818602533217","0.1716314850579801"
"44688","0.8039568793049446","0.12918088042480722","0.16310503597746012","0.3303341002089396","0.18554834517834687","0.21549753449934286","0.17820920596149015","0.2396390361372573"
