"Distance","mean","sd","max","min","Attributes"
"0.8853283898305093","0.0010118038740920107","0.0016593080848481424","0.005958686440677966_date=0.0_day=0.0_period=0.0_vicdemand=2.0","0.0_date=0.0_day=0.0_period=0.0_vicdemand=0.0","_date_day_period_vicdemand"
"0.8853725282485877","0.0010118543179983858","0.002037960674352161","0.013373940677966102_date=1.0_day=5.0_nswdemand=1.0_vicdemand=2.0","0.0_date=0.0_day=0.0_nswdemand=0.0_vicdemand=0.0","_date_day_nswdemand_vicdemand"
"0.8861228813559322","0.0014177966101694916","0.003221844708896042","0.03241966807909605_date=1.0_period=0.0_nswdemand=0.0_vicprice=3.0","0.0_date=0.0_period=0.0_nswdemand=0.0_vicprice=0.0","_date_period_nswdemand_vicprice"
"0.8874028954802252","0.001014174737691686","0.0019721413926538653","0.013373940677966102_date=1.0_day=5.0_nswdemand=1.0_vicprice=3.0","0.0_date=0.0_day=0.0_nswdemand=0.0_vicprice=0.0","_date_day_nswdemand_vicprice"
"0.8874028954802256","0.0010141747376916864","0.0010311197447013603","0.005737994350282486_date=1.0_day=0.0_period=0.0_nswdemand=0.0","0.0_date=0.0_day=1.0_period=2.0_nswdemand=0.0","_date_day_period_nswdemand"
"0.8905367231638419","0.0014248587570621471","0.006760818519003267","0.07291666666666667_date=1.0_nswprice=3.0_vicprice=3.0_transfer=1.0","0.0_date=0.0_nswprice=0.0_vicprice=0.0_transfer=0.0","_date_nswprice_vicprice_transfer"
"0.8935822740112992","0.0014297316384180787","0.0032921371696982516","0.03241966807909605_date=1.0_period=0.0_nswdemand=0.0_vicdemand=2.0","0.0_date=0.0_period=0.0_nswdemand=0.0_vicdemand=0.0","_date_period_nswdemand_vicdemand"
"0.894332627118644","0.0014309322033898304","0.00681790794197851","0.07291666666666667_date=1.0_nswprice=3.0_vicprice=3.0_vicdemand=2.0","0.0_date=0.0_nswprice=0.0_vicprice=0.0_vicdemand=0.0","_date_nswprice_vicprice_vicdemand"
"0.8960981638418071","0.0010241121872477795","0.002105916619705815","0.014874646892655368_date=3.0_day=0.0_nswprice=0.0_transfer=4.0","0.0_date=0.0_day=0.0_nswprice=0.0_transfer=0.0","_date_day_nswprice_transfer"
"0.8968485169491522","0.0014349576271186436","0.00409023654019022","0.03857697740112994_date=3.0_nswprice=0.0_nswdemand=0.0_vicprice=0.0","0.0_date=0.0_nswprice=0.0_nswdemand=0.0_vicprice=0.0","_date_nswprice_nswdemand_vicprice"
"0.8979961158192088","0.001436793785310734","0.0036699161054796333","0.037076271186440676_date=3.0_nswprice=0.0_nswdemand=0.0_vicdemand=0.0","0.0_date=0.0_nswprice=0.0_nswdemand=0.0_vicdemand=0.0","_date_nswprice_nswdemand_vicdemand"
"0.8982168079096049","0.0014371468926553678","0.0030154604290040183","0.02253266242937853_date=3.0_period=0.0_nswprice=0.0_transfer=4.0","0.0_date=0.0_period=0.0_nswprice=0.0_transfer=0.0","_date_period_nswprice_transfer"
"0.8987023305084747","0.001027088377723971","0.0021844705261394293","0.018847104519774012_date=3.0_day=0.0_nswprice=0.0_vicdemand=0.0","0.0_date=0.0_day=0.0_nswprice=0.0_vicdemand=0.0","_date_day_nswprice_vicdemand"
"0.9017037429378529","0.0010305185633575462","0.001254151913362274","0.010306320621468926_date=3.0_day=0.0_nswprice=0.0_nswdemand=0.0","0.0_date=0.0_day=2.0_nswprice=0.0_nswdemand=0.0","_date_day_nswprice_nswdemand"
"0.9037341101694903","0.0010328389830508461","0.0018395527209483541","0.013373940677966102_date=1.0_day=5.0_nswdemand=1.0_transfer=1.0","0.0_date=0.0_day=0.0_nswdemand=0.0_transfer=0.0","_date_day_nswdemand_transfer"
"0.9041754943502832","0.001446680790960453","0.002202342197476794","0.027829272598870056_date=3.0_period=0.0_nswprice=0.0_nswdemand=0.0","0.0_date=0.0_period=1.0_nswprice=0.0_nswdemand=0.0","_date_period_nswprice_nswdemand"
"0.9043079096045196","0.0014468926553672314","0.0031446932499313335","0.02723340395480226_date=3.0_period=0.0_nswprice=0.0_vicdemand=0.0","0.0_date=0.0_period=0.0_nswprice=0.0_vicdemand=0.0","_date_period_nswprice_vicdemand"
"0.9060734463276838","0.001449717514124294","0.005414259310505013","0.05124470338983051_date=1.0_nswdemand=0.0_vicprice=3.0_transfer=1.0","0.0_date=0.0_nswdemand=0.0_vicprice=0.0_transfer=0.0","_date_nswdemand_vicprice_transfer"
"0.9076624293785307","0.0010373284907183207","0.0036487745107279387","0.028601694915254237_date=0.0_day=0.0_vicdemand=2.0_transfer=1.0","0.0_date=0.0_day=0.0_vicdemand=0.0_transfer=0.0","_date_day_vicdemand_transfer"
"0.9078389830508469","0.001452542372881355","0.002981809424850127","0.03241966807909605_date=1.0_period=0.0_nswdemand=0.0_transfer=1.0","0.0_date=0.0_period=0.0_nswdemand=0.0_transfer=0.0","_date_period_nswdemand_transfer"
"0.909251412429379","0.0014548022598870065","0.005464287717887342","0.05124470338983051_date=1.0_nswdemand=0.0_vicdemand=2.0_transfer=1.0","0.0_date=0.0_nswdemand=0.0_vicdemand=0.0_transfer=0.0","_date_nswdemand_vicdemand_transfer"
"0.9113259180790964","0.0014581214689265542","0.005097407208267315","0.04171080508474576_date=0.0_period=0.0_vicdemand=2.0_transfer=1.0","0.0_date=0.0_period=0.0_vicdemand=0.0_transfer=0.0","_date_period_vicdemand_transfer"
"0.9128707627118656","0.001460593220338985","0.011232451141715803","0.20021186440677965_date=0.0_vicprice=3.0_vicdemand=2.0_transfer=1.0","0.0_date=0.0_vicprice=0.0_vicdemand=0.0_transfer=0.0","_date_vicprice_vicdemand_transfer"
"0.9156514830508474","0.001465042372881356","0.003351944863746192","0.03001412429378531_date=3.0_nswprice=0.0_nswdemand=0.0_transfer=4.0","0.0_date=0.0_nswprice=0.0_nswdemand=0.0_transfer=0.0","_date_nswprice_nswdemand_transfer"
"0.9229343220338988","0.001476694915254238","0.006328980801824727","0.07291666666666667_date=1.0_nswprice=3.0_vicdemand=2.0_transfer=1.0","0.0_date=0.0_nswprice=0.0_vicdemand=0.0_transfer=0.0","_date_nswprice_vicdemand_transfer"
